w1,airline,[名詞] 航空公司
w1,airplane,[名詞] 飛機
w1,airport,[名詞] 飛機場
w1,alarm,[名詞] 警鈴;警報;驚慌
w1,album,[名詞] 相簿;集郵簿;唱片集
w1,alike,"[形容詞] 相似的; [副詞] 一樣地,相似地"
w1,alive,[形容詞] 活著的;活躍的
w1,all,[形容詞] 所有的;全部; [副詞] 完全地;(比分等)雙方相等; [代名詞] 一切
w1,allow,[動詞] 允許
w1,almost,[副詞] 幾乎
w1,alone,[形容詞] 單獨的;孤單的; [副詞] 單獨地;獨自地
w1,along,[副詞] 向前;一起;帶著;來到;去到; [介系詞] 沿著
w1,aloud,[副詞] 大聲地
w1,alphabet,[名詞] 字母
w1,already,[副詞] 已經
w1,also,[副詞] 也
w1,although,[連接詞] 雖然
w1,altogether,[副詞] 完全地;總共
w1,always,[副詞] 總是
w1,am,"[動詞] 是,在;  be 動詞第一人稱,單數,現在式"
w1,ambulance,[名詞] 救護車
w1,America,[名詞] 美國;美洲
w1,American,[形容詞] 美國的;美洲的; [名詞] 美國人
w1,among,[介系詞] 在...之中
w1,amount,[名詞] 總數
w1,an,[冠詞] 一個;一種
w1,ancient,[形容詞] 古代的
w1,and,[連接詞] 和；及；而；就
w1,angel,[名詞] 天使
w1,anger,[名詞] 生氣
w1,angry,[形容詞] 生氣的
w1,animal,[名詞] 動物
w1,ankle,[名詞] 腳踝
w1,another,[形容詞] 另一個; [代名詞] 另一個
w1,answer,[動詞] 回答; [名詞] 答案
w1,ant,[名詞] 螞蟻
w1,any,"[形容詞] 任何的; [副詞] (用於疑問句,否定句,if子句中)少許,稍微; [代名詞] 任何一個"
w1,anybody,[代名詞] 任何人
w1,anyone,[代名詞] 任何人
w1,anything,[代名詞] 任何事物
w1,anyway,[副詞] 不管怎樣
w1,anywhere,[副詞] 任何地方
w1,apartment,[名詞] 公寓
w1,apologize,[動詞] 道歉
w1,appear,[動詞] 出現
w1,appearance,[名詞] 出現;顯露;外貌
w1,apple,[名詞] 蘋果
w1,apply,"[動詞] 塗,敷;應用"
w1,appreciate,[動詞] 感謝;賞識
w1,April,[名詞] 四月
w1,are,"[動詞] 是,在;  be 動詞第一、第三人稱, 複數, 現在式; 第二人稱，單、複數, 現在式"
w1,area,[名詞] 地區;面積
w1,aren't,[縮短形] are not
w1,argue,[動詞] 爭論
w1,arm,[名詞] 手臂;（衣服）袖子；（椅子的）扶手，靠手
w1,armchair,[名詞] 扶手椅子
w1,army,[名詞] 軍隊;大群
w1,around,"[副詞] 到處,四處;周圍,附近;環繞;大約; [介系詞] 差不多;環繞"
w1,arrange,[動詞] 排列;整理
w1,arrest,[動詞] 逮捕;拘留; [名詞] 逮捕;遏止
w1,arrive,[動詞] 到達
w1,art,[名詞] 藝術
w1,article,[名詞] 文章;報導；論文;物件;條款
w1,artist,[名詞] 藝術家
w1,as,"[副詞] 跟...一樣地,同樣地;如同;例如; [介系詞] 以…的身份；作為; [連接詞] 依照;當...時"
w1,Asia,[名詞] 亞洲
w1,Asian,[形容詞] 亞洲的;亞洲人的; [名詞] 亞洲人
w1,ask,[動詞] 問
w1,asleep,[形容詞] 睡著的
w1,assistant,[形容詞] 助理的;輔助的;有幫助的; [名詞] 助手
w1,assume,[動詞] 假定
w1,at,[介系詞] 在
w1,attack,[動詞] 進攻;襲擊; [名詞] 攻擊
w1,attend,"[動詞] 出席,參加;照料;伴隨"
w1,attention,[名詞] 注意;專心
w1,audience,[名詞] 聽眾
w1,August,[名詞] 八月
w1,aunt,[名詞] 姨媽;姑媽
w1,Australia,[名詞] 澳大利亞
w1,Australian,[形容詞] 澳大利亞(人)的; [名詞] 澳大利亞人
w1,autumn,[名詞] 秋天;秋季
w1,available,"[形容詞] 可用的,可得到的,有效的"
w1,avoid,[動詞] 避免
w1,aware,"[形容詞] 知道的,察覺的"
w1,away,[副詞] 離開
w1,baby,[名詞] 嬰兒
w1,back,[形容詞] 後面的;拖欠的;過去的; [動詞] 向後;追溯;回覆;贊助; [副詞] 回原處; [名詞] 背部;後面
w1,backward,[形容詞] 向後的;落後的; [副詞] 向後地;落後地
w1,backwards,"[副詞] 向後;倒,逆;往回,向原處"
w1,bad,[形容詞] 壞的
w1,badminton,[名詞] 羽毛球
w1,bag,[名詞] 袋子
w1,bake,[動詞] 烘;烤
w1,bakery,[名詞] 麵包店
w1,balcony,[名詞] 陽臺
w1,ball,[名詞] 球
w1,balloon,[名詞] 汽球
w1,banana,[名詞] 香蕉
w1,band,[名詞] 樂團;樂隊
w1,bank,[名詞] 銀行;堤;岸
w1,banker,[名詞] 銀行家;莊家
w1,bar,"[名詞] 棒,條;酒吧"
w1,barbecue,"[動詞] (在戶外)烤,炙(肉類); [名詞] 烤肉"
w1,barber,[名詞] 男理髮師
w1,bark,[動詞] 狗叫;咆哮; [名詞] 狗吠聲;樹皮
w1,base,[動詞] 以...為基地; [名詞] 基;底;基部
w1,baseball,[名詞] 棒球
w1,basement,[名詞] 地下室
w1,basic,[形容詞] 基本的
w1,basis,[名詞] 基礎
w1,basket,[名詞] 籃子
w1,basketball,[名詞] 籃球
w1,bat,[名詞] 球棒;蝙蝠
w1,bath,[名詞] 洗澡
w1,bathroom,[名詞] 廁所;浴室
w1,be,[動詞] 是;要;有;在
w1,beach,[名詞] 海灘
w1,bean,[名詞] 豆莢;豆子
w1,bear,[動詞] 承受; [名詞] 熊
w1,beard,[名詞] 鬍子
w1,beat,[動詞] 擊敗;敲擊; [名詞] 敲打;敲擊聲;心跳聲;滴答聲;拍子
w1,beautiful,[形容詞] 漂亮的
w1,because,[連接詞] 因為
w1,become,[動詞] 變成
w1,bed,[名詞] 床
w1,bedroom,[名詞] 臥房
w1,bee,[名詞] 蜜蜂
w1,beef,[名詞] 牛肉
w1,beer,[名詞] 啤酒
w1,before,"[副詞] 較早;以前;曾經;在前;向前; [介系詞] 在…之前; [連接詞] 在...以前;與其...寧可;否則,要不然"
w1,begin,[動詞] 開始
w1,beginner,[名詞] 新手
w1,beginning,[名詞] 開始
w1,behave,[動詞] 舉動;守規矩
w1,behind,[副詞] 在背後;向背後;遲;落後; [介系詞] 在…後面
w1,belief,[名詞] 相信;信仰
w1,believe,[動詞] 相信
w1,bell,[名詞] 鈴;鐘
w1,belong,[動詞] 屬於
w1,below,[副詞] 在下面;到下面; [介系詞] 在…之下
w1,belt,[名詞] 腰帶
w1,bench,[名詞] 長凳;長椅
w1,beside,[介系詞] 在...旁側
w1,besides,[副詞] 並且; [介系詞] 除...之外
w1,best,[形容詞] 最好的;最熟練的;最適當的; [副詞] 最好地;最適當地;最;極
w1,better,[形容詞] 較佳的;更好的;更適當的; [副詞] 更好地;更適當地
w1,between,[介系詞] 在…和…之間
w1,beyond,[副詞] 在更遠處; [介系詞] 越出;在...那一邊
w1,bicycle,[名詞] 腳踏車
w1,big,[形容詞] 大的
w1,bill,[名詞] 帳單; 鈔票
w1,biology,[名詞] 生物學
w1,bird,[名詞] 鳥
w1,birthday,[名詞] 生日
w1,bit,"[名詞] 小片,;少量,一點點;片刻;位元"
w1,bite,"[動詞] 咬; [名詞] 咬,叮"
w1,bitter,[形容詞] 苦的;嚴酷的
w1,black,[形容詞] 黑色的; [名詞] 黑色;美國黑人
w1,blackboard,[名詞] 黑板
w1,blame,"[動詞] 歸咎於; [名詞] 責備,指責;責任"
w1,blank,"[形容詞] 空白的;空的,無內容的;茫然的; [名詞] 空白"
w1,blanket,[名詞] 毯子
w1,blind,[形容詞] 瞎的
w1,block,[動詞] 阻塞; [名詞] 街區
w1,blood,[名詞] 血
w1,blouse,[名詞] 女裝短上衣
w1,blow,"[動詞] 吹; [名詞] 吹動,吹氣;強風;吹牛"
w1,blue,[形容詞] 藍色的; [名詞] 藍色
w1,board,[動詞] 上車;上船; [名詞] 木板;膳食;車上;船上; 董事會
w1,boat,[名詞] 小船
w1,body,[名詞] 身體
w1,boil,[動詞] (水等)沸騰
w1,bomb,[名詞] 炸彈
w1,bone,[名詞] 骨頭
w1,book,[動詞] 預訂;預雇;預約;登記; [名詞] 書本
w1,bookcase,[名詞] 書架
w1,boring,[形容詞] 乏味的
w1,born,[形容詞] 出生的;誕生的
w1,borrow,[動詞] 借
w1,boss,[名詞] 老闆
w1,both,[形容詞] 兩者; [副詞] 並;又;兩者皆; [代名詞] 兩者(都)
w1,bother,"[動詞] 煩擾; [名詞] 煩惱,麻煩;使人煩惱的人(或事物)"
w1,bottle,[名詞] 瓶子
w1,bottom,"[形容詞] 最低的;最後的,最下的; [名詞] 底部;屁股"
w1,bow,[動詞] 鞠躬; [名詞] 弓；鞠躬；蝴蝶結
w1,bowl,[名詞] 碗
w1,bowling,[名詞] 保齡球戲
w1,box,[名詞] 箱;盒;匣
w1,boy,[名詞] 男孩
w1,brain,"[名詞] 腦;智力,頭腦"
w1,branch,[名詞] 樹枝;支部
w1,brave,[形容詞] 勇敢的
w1,bread,[名詞] 麵包
w1,break,[動詞] 斷裂;中斷;打破（記錄）; [名詞] 暫停
w1,breakfast,[名詞] 早餐
w1,brick,[名詞] 磚塊
w1,bridge,[名詞] 橋
w1,brief,[形容詞] 短暫的
w1,bright,[形容詞] 光亮的
w1,bring,[動詞] 帶來
w1,Britain,[名詞] 大不列顛;英國
w1,British,[形容詞] 英國人的;英國的; [名詞] 英國英語
w1,broad,[形容詞] 寬廣的
w1,broadcast,[動詞] 廣播; [名詞] 廣播;廣播節目;散佈;播種
w1,brother,[名詞] 兄;弟
w1,brown,[形容詞] 褐色的;棕色的; [名詞] 棕色
w1,brunch,[名詞] 早午餐
w1,brush,[動詞] 刷; [名詞] 刷子
w1,bucket,[名詞] 水桶
w1,buffet,[名詞] 自助餐
w1,bug,[名詞] 小蟲
w1,build,[動詞] 建造;蓋
w1,building,[名詞] 建築物
w1,bun,[名詞] 小圓麵包
w1,bundle,[名詞] 捆;大量
w1,burn,[動詞] 燒;燙傷
w1,burst,[動詞] 爆開;闖入
w1,bus,[名詞] 公車
w1,business,[名詞] 商業;事
w1,businessman,[名詞] 商人
w1,busy,[形容詞] 忙碌的
w1,but,[介系詞] 除...以外; [連接詞] 但是
w1,butter,[名詞] 奶油
w1,butterfly,[名詞] 蝴蝶
w1,button,[動詞] 扣鈕扣; [名詞] 鈕扣
w1,buy,[動詞] 買
w1,by,[副詞] 經過;過去;在旁邊; [介系詞] 經由
w1,cabbage,[名詞] 包心菜
w1,cabinet,"[名詞] 櫥,櫃;內閣"
w1,cable,[名詞] 纜索;有線電視
w1,cafeteria,[名詞] 自助餐館
w1,cage,[名詞] 鳥籠;獸籠
w1,cake,[名詞] 蛋糕
w1,calendar,[名詞] 日曆;月曆;行事曆
w1,call,[動詞] 喊;打電話;稱呼; [名詞] 呼叫;請求;通話;(紙牌)叫牌;判決
w1,calm,[形容詞] 寧靜的; [動詞] 變安靜;使鎮定
w1,camera,[名詞] 照相機
w1,camp,[動詞] 露營; [名詞] 營地
w1,campus,[名詞] 校園
w1,can,"[助動詞] 能,會;可能;可以;必須"
w1,Canada,[名詞] 加拿大
w1,Canadian,[形容詞] 加拿大的; [名詞] 加拿大人
w1,cancel,[動詞] 取消
w1,cancer,[名詞] 癌症
w1,candle,[名詞] 蠟燭
w1,candy,[名詞] 糖果
w1,cannot,[助動詞] 不能
w1,can't,[縮短形] cannot (can 的反義)
w1,cap,[名詞] 無邊便帽;蓋子
w1,captain,[名詞] 隊長;機長;艦長
w1,car,[名詞] 汽車
w1,card,[名詞] 卡片
w1,care,[動詞] 關心;照顧; [名詞] 看護;保護;照料;管理;關懷;小心
w1,career,[名詞] 職業;生涯;歷程
w1,careful,[形容詞] 小心的
w1,careless,[形容詞] 粗心的
w1,carpet,[名詞] 地毯
w1,carrot,[名詞] 胡蘿蔔
w1,carry,[動詞] 提;搬運
w1,cartoon,[名詞] 卡通
w1,case,[名詞] 盒子;案件
w1,cash,[動詞] 兌現; [名詞] 現款
w1,cassette,[名詞] 卡式磁帶
w1,castle,[名詞] 城堡
w1,cat,[名詞] 貓
w1,catch,"[動詞] 接(球);捕獲; [名詞] 抓住,捕捉;接球;把手;圈套"
w1,cause,"[動詞] 導致,使發生,引起; [名詞] 原因;理由"
w1,CD,[名詞] 激光唱片
w1,ceiling,[名詞] 天花板
w1,celebrate,[動詞] 慶祝
w1,cell,[名詞] 單人牢房;細胞;蜂房的巢室;電池
w1,cent,[名詞] 分(錢幣)
w1,center,[動詞] 集中;居中; [名詞] 中心(點)
w1,centimeter,[名詞] 公分
w1,central,[形容詞] 中央的
w1,century,[名詞] 一世紀
w1,cereal,[名詞] 麥片
w1,certain,[形容詞] 肯定的
w1,certainly,[副詞] 無疑地;必定
w1,chair,[名詞] 椅子
w1,chairman,[名詞] 主席
w1,chalk,[名詞] 粉筆
w1,chance,[名詞] 機會
w1,change,[動詞] 改變;更改; [名詞] 零錢
w1,channel,[名詞] 管道;頻道
w1,chapter,"[名詞] (書籍的)章,回"
w1,character,[名詞] 特性;角色;(中文)字
w1,charge,[動詞] 索價;充電; [名詞] 費用;充電
w1,chart,[名詞] 圖表
w1,chase,[動詞] 追
w1,cheap,[形容詞] 便宜的
w1,cheat,"[動詞] 欺騙;作弊; [名詞] 騙子;欺詐,欺騙,作弊"
w1,check,[動詞] 檢查; [名詞] 支票;買單
w1,cheer,[動詞] 向...歡呼; [名詞] 喝采;鼓勵
w1,cheese,[名詞] 起司;乳酪
w1,chemical,[形容詞] 化學的; [名詞] 化學製品;化學藥品
w1,chess,[名詞] 西洋棋
w1,chicken,[名詞] 雞;雞肉
w1,chief,[形容詞] 為首的;主要的; [名詞] 首領;長官
w1,child,[名詞] 小孩
w1,childhood,[名詞] 幼時
w1,childish,[形容詞] 幼稚的
w1,childlike,[形容詞] 天真爛漫的
w1,chin,[名詞] 下巴
w1,Chinese,[形容詞] 中國的;中國人的; [名詞] 中文;中國人
w1,chocolate,[名詞] 巧克力
w1,choice,[名詞] 選擇
w1,choose,[動詞] 選擇;挑選
w1,chopstick,[名詞] 筷子
w1,Christmas,[名詞] 耶誕節
w1,chubby,[形容詞] 圓胖的
w1,church,[名詞] 教堂
w1,circle,[名詞] 圓圈;集團
w1,citizen,[名詞] 市民;公民
w1,city,[名詞] 都市
w1,claim,"[動詞] 聲稱；認領；索取; [名詞] 主張,斷言"
w1,clap,[動詞] 拍(手);鼓(掌); [名詞] 拍手喝采(聲);霹靂聲;輕拍
w1,class,[名詞] 階級;班級;上課
w1,classic,[形容詞] 典型的;古典的; [名詞] 古典著作
w1,classical,[形容詞] 古典的
w1,classmate,[名詞] 同班同學
w1,clean,[形容詞] 乾淨的; [動詞] 打掃
w1,clear,[形容詞] 清楚的;晴朗的; [動詞] 使乾淨;收拾;交換票據
w1,clerk,[名詞] 店員;辦事員;職員
w1,clever,[形容詞] 聰明伶俐的
w1,climate,[名詞] 氣候
w1,climb,[動詞] 爬;攀登
w1,clock,[名詞] 鐘
w1,close,"[形容詞] 近的;密切的; [動詞] 關上; [副詞] 接近,靠近地;緊密地,緊緊地; [名詞] 結束,終止;(金融)收盤價"
w1,closet,[名詞] 壁櫥;衣櫥
w1,clothes,[名詞] 衣服
w1,cloudy,[形容詞] 多雲的;陰天的
w1,club,[名詞] 俱樂部;夜總會;社團
w1,coach,[名詞] 教練
w1,coast,[名詞] 海岸
w1,coat,[名詞] 外套
w1,cockroach,[名詞] 蟑螂
w1,coffee,[名詞] 咖啡
w1,coin,[名詞] 硬幣
w1,Coke,[名詞] 可口可樂
w1,cold,[形容詞] 寒冷的; [名詞] 感冒
w1,collect,[動詞] 收集
w1,collection,[名詞] 收集
w1,college,[名詞] 學院;大學
w1,color,[動詞] 著色;渲染;文飾;歪曲;影響; [名詞] 顏色
w1,colorful,[形容詞] 富有色彩的
w1,comb,[動詞] 用梳子梳理; [名詞] 梳子
w1,come,[動詞] 到來
w1,comfortable,[形容詞] 舒適的
w1,comic,[形容詞] 滑稽的；有趣的; [名詞] 漫畫雜誌；喜劇演員
w1,command,[動詞] 命令;掌握; 指揮;控制
w1,comment,[動詞] 評論; [名詞] 評論
w1,common,[形容詞] 常見的;尋常的;普遍的
w1,company,[名詞] 公司
w1,compare,[動詞] 比較
w1,complain,[動詞] 抱怨
w1,complete,[形容詞] 完整的；徹底的; [動詞] 完成
w1,completion,"[名詞] 完成,實現"
w1,computer,[名詞] 電腦
w1,concern,[動詞] 使擔心; [名詞] 關懷
w1,confident,[形容詞] 有信心的
w1,confirm,[動詞] 確認
w1,conflict,"[名詞] 抵觸,不一致"
w1,Confucius,[名詞] 孔子
w1,confuse,[動詞] 使迷惑
w1,congratulation,[名詞] 祝賀
w1,consider,[動詞] 考慮
w1,contact,[動詞] 接觸;聯繫; [名詞] 接觸;隱形眼鏡
w1,contain,[動詞] 包含;容納
w1,continue,[動詞] 繼續
w1,contract,[動詞] 締結;訂契約;承包;收縮; [名詞] 契約；合同
w1,control,[動詞] 控制; [名詞] 支配;控制;操縱裝置;指揮部
w1,convenient,[形容詞] 方便的
w1,conversation,[名詞] 會話
w1,cook,[動詞] 煮; [名詞] 廚師
w1,cookie,[名詞] 餅乾
w1,cool,[形容詞] 涼快的;很棒的;酷; [動詞] 使涼快;使冷卻
w1,copy,[動詞] 拷貝;抄襲; [名詞] 拷貝;副本
w1,corn,[名詞] 玉米
w1,corner,[名詞] 角落
w1,correct,[形容詞] 正確的; [動詞] 改正;糾正
w1,cost,[動詞] 花費; [名詞] 費用;成本
w1,cotton,[名詞] 棉花
w1,couch,[名詞] 長沙發
w1,cough,[動詞] 咳嗽; [名詞] 咳嗽
w1,could,"[助動詞] can 的過去式;能,可以"
w1,couldn't,[縮短形] could not
w1,count,[動詞] 計算;數; [名詞] 計數;計算
w1,country,[名詞] 國家;鄉下
w1,countryside,"[名詞] 鄉間,農村"
w1,county,[名詞] 郡
w1,couple,[名詞] 一對
w1,courage,[名詞] 勇氣
w1,course,[名詞] 課程;科目
w1,court,[名詞] 法庭；(網球等的)場地
w1,cousin,[名詞] 表(堂)兄弟姊妹
w1,cover,[動詞] 蓋住; [名詞] 封面
w1,cow,[名詞] 母牛
w1,crab,[名詞] 螃蟹
w1,crayon,[名詞] 蠟筆
w1,crazy,[形容詞] 古怪的;著迷的
w1,cream,[名詞] 奶油
w1,create,[動詞] 創造
w1,crime,[名詞] 犯罪
w1,crisis,[名詞] 危機;緊急關頭
w1,cross,[動詞] 越過;渡過; [名詞] 十字架
w1,crowd,[名詞] 群眾
w1,crowded,[形容詞] 擁擠的
w1,cruel,[形容詞] 殘酷的
w1,cry,[動詞] 哭叫; [名詞] 叫喊;呼叫;(一陣)哭
w1,culture,[名詞] 文化
w1,cup,[名詞] 杯子
w1,cure,[動詞] 治癒; [名詞] 痊癒
w1,curious,[形容詞] 好奇的
w1,current,[形容詞] 現行的；當前的; [名詞] 水流;電流
w1,curtain,[名詞] 窗簾;(舞臺上的)幕
w1,curve,[動詞] 使彎曲;使成曲線; [名詞] 曲線
w1,custom,[名詞] 習俗
w1,customer,[名詞] 顧客
w1,cut,[動詞] 切割;剪; [名詞] 傷口;刻痕;削減;近路;曠課
w1,cute,[形容詞] 可愛的
w1,dad,[名詞] 父親
w1,daily,[形容詞] 每日的; [副詞] 每日
w1,damage,[動詞] 損害; [名詞] 損害
w1,dance,[動詞] 跳舞; [名詞] 舞會
w1,danger,[名詞] 危險
w1,dangerous,[形容詞] 危險的
w1,dark,"[形容詞] 黑暗的; [名詞] 黑暗,暗處;曖昧;隱晦"
w1,darken,[動詞] 使變暗;變黑
w1,data,"[名詞] 資料,數據"
w1,date,[動詞] 約會; [名詞] 日期
w1,daughter,[名詞] 女兒
w1,dawn,"[動詞] 破曉, 頓悟; [名詞] 黎明"
w1,day,[名詞] 白天;日
w1,dead,[形容詞] 死的
w1,deaf,[形容詞] 聾的
w1,deal,[動詞] 處理;對付;對待[(+with)]; [名詞] 交易
w1,dear,[形容詞] 親愛的; [感歎詞] 哎呀; [名詞] (常作稱呼)親愛的(人)
w1,death,[名詞] 死亡
w1,debate,[動詞] 辯論; [名詞] 辯論
w1,debt,"[名詞] 債,借款"
w1,December,[名詞] 十二月
w1,decide,[動詞] 決定
w1,decision,[名詞] 決定
w1,decorate,[動詞] 佈置
w1,decrease,"[動詞] 減少; [名詞] 減少,減小;減少額,減小量"
w1,deep,[形容詞] 深的; [副詞] 深深地
w1,deer,[名詞] 鹿
w1,degree,[名詞] 程度
w1,delay,[動詞] 延緩;使延期; [名詞] 延遲;耽擱
w1,delicious,[形容詞] 好吃的
w1,deliver,"[動詞] 遞送;發表,講;給……接生"
w1,democracy,[名詞] 民主
w1,democratic,[形容詞] 有民主精神的
w1,dentist,[名詞] 牙醫
w1,deny,"[動詞] 否定,否認"
w1,department,[名詞] 部門
w1,depend,[動詞] 依賴
w1,describe,[動詞] 描述
w1,desert,[動詞] 遺棄;離棄;逃跑; [名詞] 沙漠
w1,design,[動詞] 設計; [名詞] 圖案;設計
w1,desire,[動詞] 渴望;想要; [名詞] 渴望
w1,desk,[名詞] 書桌
w1,dessert,[名詞] 餐後甜點
w1,determine,[動詞] 決定
w1,develop,[動詞] 發展
w1,dial,[動詞] 撥(電話號碼); [名詞] 刻度盤;調節器;撥號盤
w1,diamond,[名詞] 鑽石
w1,diary,[名詞] 日記
w1,dictionary,[名詞] 字典
w1,didn't,[縮短形] did not
w1,die,[動詞] 死
w1,diet,[形容詞] 節食的; [動詞] 節食; [名詞] 飲食;特種飲食
w1,difference,[名詞] 差別
w1,different,[形容詞] 不同的
w1,difficult,[形容詞] 困難的
w1,difficulty,[名詞] 困難
w1,dig,[動詞] 挖掘
w1,diligent,[形容詞] 勤勉的
w1,dinner,[名詞] 晚餐
w1,dinosaur,[名詞] 恐龍
w1,diplomat,[名詞] 外交官
w1,direct,[形容詞] 直接的; [動詞] 指引
w1,direction,[名詞] 方向; 指示
w1,director,[名詞] 董事;局長;主任;導演
w1,dirty,[形容詞] 骯髒的; [動詞] 弄髒; 變髒
w1,disappear,[動詞] 消失
w1,discover,[動詞] 發現
w1,discuss,[動詞] 討論
w1,discussion,[名詞] 討論
w1,dish,[名詞] 盤子;一盤菜
w1,dishonest,[形容詞] 不誠實的
w1,distance,[名詞] 距離
w1,divide,[動詞] 分開;除以
w1,division,[名詞] 區域;部分;除(法)
w1,dizzy,[形容詞] 暈眩的
w1,do,"[動詞] 做; [助動詞] 構成否定句,疑問句,或強調句"
w1,doctor,[名詞] 醫生
w1,document,[名詞] 文件;證件
w1,doesn't,[縮短形] does not
w1,dog,[名詞] 狗
w1,doll,[名詞] 洋娃娃
w1,dollar,[名詞] 美元
w1,dolphin,[名詞] 海豚
w1,donkey,[名詞] 驢子
w1,don't,[縮短形] do not
w1,door,[名詞] 門
w1,dot,[名詞] 點;小圓點
w1,double,[形容詞] 雙重的; [動詞] 加倍; [名詞] 兩倍
w1,Double Tenth Day,[片語] 雙十節
w1,doubt,[動詞] 懷疑; [名詞] 懷疑
w1,doughnut,[名詞] 油炸圈餅
w1,down,"[形容詞] 情緒低落,消沈;(分期付款的)第一期的; [副詞] 向下;下降;(境況)變差;減少,減弱; [介系詞] 向下; [名詞] 下降;蕭條;絨毛;有草丘陵地"
w1,downstairs,[形容詞] 樓下的; [副詞] 樓下地
w1,downtown,[形容詞] 城市商業區的; [副詞] 往城市商業區; [名詞] 城市商業區
w1,dozen,[名詞] 一打
w1,Dr.,[縮寫] 醫生
w1,dragon,[名詞] 龍
w1,Dragon-boat Festival,[片語] 端午節
w1,drama,[名詞] 戲劇
w1,draw,[動詞] 畫;繪製;描寫
w1,drawer,[名詞] 抽屜
w1,dream,[動詞] 做(夢);想像; [名詞] 夢
w1,dress,[動詞] 穿著; [名詞] 洋裝
w1,dresser,[名詞] 衣櫃
w1,drink,[動詞] 喝; [名詞] 飲料
w1,drinking,[名詞] 喝酒
w1,drive,[動詞] 開車; [名詞] 兜風;車程;幹勁;比賽
w1,driver,[名詞] 司機
w1,drop,[動詞] (使)滴落;丟下; [名詞] (一)滴;點滴;空投;點藥水
w1,drug,[名詞] 藥品;毒品
w1,drugstore,[名詞] (常兼售雜貨的)藥房
w1,drum,[名詞] 鼓
w1,dry,[形容詞] 乾的; [動詞] 曬乾;風乾
w1,dryer,[名詞] 烘衣機
w1,duck,[名詞] 鴨
w1,dumb,[形容詞] 愚笨的;啞的
w1,dumpling,[名詞] 餃子
w1,during,[介系詞] 在…期間
w1,duty,[名詞] 義務;關稅
w1,each,[形容詞] 每個; [副詞] 各個(地);各自(地);每一個; [代名詞] 各個
w1,eagle,[名詞] 老鷹
w1,ear,[名詞] 耳朵
w1,early,[形容詞] 早的;提早的; [副詞] 早;提早
w1,earn,[動詞] 賺到
w1,earth,[名詞] 地球;土地
w1,east,[形容詞] 東方的; [副詞] 向東方; [名詞] 東方
w1,Easter,[名詞] 復活節
w1,eastern,[形容詞] 東方的
w1,easy,[形容詞] 容易的
w1,eat,[動詞] 吃
w1,edge,[名詞] 邊緣;優勢
w1,education,[名詞] 教育
w1,effect,[動詞] 造成;招致; [名詞] 效力;作用
w1,effective,[形容詞] 有效的
w1,effort,[名詞] 努力;氣力；精力
w1,egg,[名詞] 蛋
w1,eight,[形容詞] 八的; [名詞] 八
w1,eighteen,[形容詞] 十八的; [名詞] 十八
w1,eighty,[形容詞] 八十的; [名詞] 八十
w1,either,[形容詞] 兩者之一; [副詞] 也; [連接詞] 或者(和or連用); [代名詞] (兩者之中)任何一個
w1,elder,[形容詞] 年紀較長的; [名詞] 長輩
w1,elect,[動詞] 選出
w1,election,[名詞] 選舉
w1,electric,[形容詞] 電的
w1,element,"[名詞] 要素,成分"
w1,elephant,[名詞] 大象
w1,eleven,[形容詞] 十一的; [名詞] 十一
